headline,pubDate,tokens,lemmatized_tokens,source
Tomorrow’s Freedom review – does this man know the way to peace in Israel and Palestine?,2024-04-25,"['Tomorrow’s', 'Freedom', 'review', '–', 'does', 'this', 'man', 'know', 'the', 'way', 'to', 'peace', 'in', 'Israel', 'and', 'Palestine?']","['Tomorrow’s', 'Freedom', 'review', '–', 'doe', 'this', 'man', 'know', 'the', 'way', 'to', 'peace', 'in', 'Israel', 'and', 'Palestine?']",guardian
The pressure on Netanyahu is starting to tell – this truce shows something has changed | Simon Tisdall,2023-11-22,"['The', 'pressure', 'on', 'Netanyahu', 'is', 'starting', 'to', 'tell', '–', 'this', 'truce', 'shows', 'something', 'has', 'changed', '|', 'Simon', 'Tisdall']","['The', 'pressure', 'on', 'Netanyahu', 'is', 'starting', 'to', 'tell', '–', 'this', 'truce', 'show', 'something', 'ha', 'changed', '|', 'Simon', 'Tisdall']",guardian
Netanyahu says Israel will have ‘overall security responsibility’ in Gaza after war,2023-11-07,"['Netanyahu', 'says', 'Israel', 'will', 'have', '‘overall', 'security', 'responsibility’', 'in', 'Gaza', 'after', 'war']","['Netanyahu', 'say', 'Israel', 'will', 'have', '‘overall', 'security', 'responsibility’', 'in', 'Gaza', 'after', 'war']",guardian
What next for oil prices after Iran’s attack on Israel?,2024-04-15,"['What', 'next', 'for', 'oil', 'prices', 'after', 'Iran’s', 'attack', 'on', 'Israel?']","['What', 'next', 'for', 'oil', 'price', 'after', 'Iran’s', 'attack', 'on', 'Israel?']",guardian
Saleh al-Arouri: assassinated leader was Hamas’s link to Iran and Hezbollah,2024-01-02,"['Saleh', 'al-Arouri:', 'assassinated', 'leader', 'was', 'Hamas’s', 'link', 'to', 'Iran', 'and', 'Hezbollah']","['Saleh', 'al-Arouri:', 'assassinated', 'leader', 'wa', 'Hamas’s', 'link', 'to', 'Iran', 'and', 'Hezbollah']",guardian
"Israel risking serious escalation by killing Hezbollah leaders, say diplomats",2024-01-14,"['Israel', 'risking', 'serious', 'escalation', 'by', 'killing', 'Hezbollah', 'leaders,', 'say', 'diplomats']","['Israel', 'risking', 'serious', 'escalation', 'by', 'killing', 'Hezbollah', 'leaders,', 'say', 'diplomat']",guardian
Meta’s review of hate speech policy sparks concern of further censorship of pro-Palestinian content,2024-02-10,"['Meta’s', 'review', 'of', 'hate', 'speech', 'policy', 'sparks', 'concern', 'of', 'further', 'censorship', 'of', 'pro-Palestinian', 'content']","['Meta’s', 'review', 'of', 'hate', 'speech', 'policy', 'spark', 'concern', 'of', 'further', 'censorship', 'of', 'pro-Palestinian', 'content']",guardian
"Israel’s actions in Gaza are not genocide, says UK’s chief rabbi",2024-01-21,"['Israel’s', 'actions', 'in', 'Gaza', 'are', 'not', 'genocide,', 'says', 'UK’s', 'chief', 'rabbi']","['Israel’s', 'action', 'in', 'Gaza', 'are', 'not', 'genocide,', 'say', 'UK’s', 'chief', 'rabbi']",guardian
David Cameron urges Hamas to agree to 40-day Gaza ceasefire deal,2024-04-29,"['David', 'Cameron', 'urges', 'Hamas', 'to', 'agree', 'to', '40-day', 'Gaza', 'ceasefire', 'deal']","['David', 'Cameron', 'urge', 'Hamas', 'to', 'agree', 'to', '40-day', 'Gaza', 'ceasefire', 'deal']",guardian
"‘I’m so scared, please come’: Hind Rajab, six, found dead in Gaza 12 days after cry for help",2024-02-10,"['‘I’m', 'so', 'scared,', 'please', 'come’:', 'Hind', 'Rajab,', 'six,', 'found', 'dead', 'in', 'Gaza', '12', 'days', 'after', 'cry', 'for', 'help']","['‘I’m', 'so', 'scared,', 'please', 'come’:', 'Hind', 'Rajab,', 'six,', 'found', 'dead', 'in', 'Gaza', '12', 'day', 'after', 'cry', 'for', 'help']",guardian
US finds Israeli units committed human rights abuses before Gaza war,2024-04-29,"['US', 'finds', 'Israeli', 'units', 'committed', 'human', 'rights', 'abuses', 'before', 'Gaza', 'war']","['US', 'find', 'Israeli', 'unit', 'committed', 'human', 'right', 'abuse', 'before', 'Gaza', 'war']",guardian
Columbia begins suspending pro-Palestine protesters after ultimatum ignored,2024-04-30,"['Columbia', 'begins', 'suspending', 'pro-Palestine', 'protesters', 'after', 'ultimatum', 'ignored']","['Columbia', 'begin', 'suspending', 'pro-Palestine', 'protester', 'after', 'ultimatum', 'ignored']",guardian
Police arrest more Gaza protesters at University of Texas-Austin,2024-04-30,"['Police', 'arrest', 'more', 'Gaza', 'protesters', 'at', 'University', 'of', 'Texas-Austin']","['Police', 'arrest', 'more', 'Gaza', 'protester', 'at', 'University', 'of', 'Texas-Austin']",guardian
What will happen if the ICC charges Netanyahu with war crimes? | Kenneth Roth,2024-04-29,"['What', 'will', 'happen', 'if', 'the', 'ICC', 'charges', 'Netanyahu', 'with', 'war', 'crimes?', '|', 'Kenneth', 'Roth']","['What', 'will', 'happen', 'if', 'the', 'ICC', 'charge', 'Netanyahu', 'with', 'war', 'crimes?', '|', 'Kenneth', 'Roth']",guardian
Shell shares hit record high as Israel-Hamas war drives up oil price,2023-10-16,"['Shell', 'shares', 'hit', 'record', 'high', 'as', 'Israel-Hamas', 'war', 'drives', 'up', 'oil', 'price']","['Shell', 'share', 'hit', 'record', 'high', 'a', 'Israel-Hamas', 'war', 'drive', 'up', 'oil', 'price']",guardian
"Gaza death toll passes 34,000 as Israel and Iran missile strikes grab global attention",2024-04-20,"['Gaza', 'death', 'toll', 'passes', '34,000', 'as', 'Israel', 'and', 'Iran', 'missile', 'strikes', 'grab', 'global', 'attention']","['Gaza', 'death', 'toll', 'pass', '34,000', 'a', 'Israel', 'and', 'Iran', 'missile', 'strike', 'grab', 'global', 'attention']",guardian
Eurovision: Olly Alexander and other competitors reject calls to boycott over Israel participation,2024-03-29,"['Eurovision:', 'Olly', 'Alexander', 'and', 'other', 'competitors', 'reject', 'calls', 'to', 'boycott', 'over', 'Israel', 'participation']","['Eurovision:', 'Olly', 'Alexander', 'and', 'other', 'competitor', 'reject', 'call', 'to', 'boycott', 'over', 'Israel', 'participation']",guardian
Tory infighting grows as peer calls for end to Israel arms sales,2024-04-04,"['Tory', 'infighting', 'grows', 'as', 'peer', 'calls', 'for', 'end', 'to', 'Israel', 'arms', 'sales']","['Tory', 'infighting', 'grows', 'a', 'peer', 'call', 'for', 'end', 'to', 'Israel', 'arm', 'sale']",guardian
Hoyle says Gaza debate decision was motivated by threats against MPs,2024-02-22,"['Hoyle', 'says', 'Gaza', 'debate', 'decision', 'was', 'motivated', 'by', 'threats', 'against', 'MPs']","['Hoyle', 'say', 'Gaza', 'debate', 'decision', 'wa', 'motivated', 'by', 'threat', 'against', 'MPs']",guardian
‘Different rules’: special policies keep US supplying weapons to Israel despite alleged abuses,2024-01-18,"['‘Different', 'rules’:', 'special', 'policies', 'keep', 'US', 'supplying', 'weapons', 'to', 'Israel', 'despite', 'alleged', 'abuses']","['‘Different', 'rules’:', 'special', 'policy', 'keep', 'US', 'supplying', 'weapon', 'to', 'Israel', 'despite', 'alleged', 'abuse']",guardian
Netanyahu faces hostages dilemma as Israeli political debate heats up,2024-01-23,"['Netanyahu', 'faces', 'hostages', 'dilemma', 'as', 'Israeli', 'political', 'debate', 'heats', 'up']","['Netanyahu', 'face', 'hostage', 'dilemma', 'a', 'Israeli', 'political', 'debate', 'heat', 'up']",guardian
Netanyahu avoids political rebellion over Hamas hostage deal but ally calls it ‘immoral’,2023-11-22,"['Netanyahu', 'avoids', 'political', 'rebellion', 'over', 'Hamas', 'hostage', 'deal', 'but', 'ally', 'calls', 'it', '‘immoral’']","['Netanyahu', 'avoids', 'political', 'rebellion', 'over', 'Hamas', 'hostage', 'deal', 'but', 'ally', 'call', 'it', '‘immoral’']",guardian
Zionism can – and must – be about liberation of Jews and Palestinians | Jo-Ann Mort,2024-04-29,"['Zionism', 'can', '–', 'and', 'must', '–', 'be', 'about', 'liberation', 'of', 'Jews', 'and', 'Palestinians', '|', 'Jo-Ann', 'Mort']","['Zionism', 'can', '–', 'and', 'must', '–', 'be', 'about', 'liberation', 'of', 'Jews', 'and', 'Palestinians', '|', 'Jo-Ann', 'Mort']",guardian
"Children in Gaza underplaying their pain due to extent of trauma around them, say doctors",2024-04-30,"['Children', 'in', 'Gaza', 'underplaying', 'their', 'pain', 'due', 'to', 'extent', 'of', 'trauma', 'around', 'them,', 'say', 'doctors']","['Children', 'in', 'Gaza', 'underplaying', 'their', 'pain', 'due', 'to', 'extent', 'of', 'trauma', 'around', 'them,', 'say', 'doctor']",guardian
‘Madness’: Netanyahu’s handling of US relations under scrutiny after UN vote,2024-03-26,"['‘Madness’:', 'Netanyahu’s', 'handling', 'of', 'US', 'relations', 'under', 'scrutiny', 'after', 'UN', 'vote']","['‘Madness’:', 'Netanyahu’s', 'handling', 'of', 'US', 'relation', 'under', 'scrutiny', 'after', 'UN', 'vote']",guardian
Israel and Hamas at war after surprise attacks from Gaza Strip,2023-10-07,"['Israel', 'and', 'Hamas', 'at', 'war', 'after', 'surprise', 'attacks', 'from', 'Gaza', 'Strip']","['Israel', 'and', 'Hamas', 'at', 'war', 'after', 'surprise', 'attack', 'from', 'Gaza', 'Strip']",guardian
"US Senate approves $95bn aid package for Ukraine, Israel and Taiwan",2024-02-13,"['US', 'Senate', 'approves', '$95bn', 'aid', 'package', 'for', 'Ukraine,', 'Israel', 'and', 'Taiwan']","['US', 'Senate', 'approves', '$95bn', 'aid', 'package', 'for', 'Ukraine,', 'Israel', 'and', 'Taiwan']",guardian
Hamas regroups in northern Gaza to prepare new offensive,2024-01-30,"['Hamas', 'regroups', 'in', 'northern', 'Gaza', 'to', 'prepare', 'new', 'offensive']","['Hamas', 'regroups', 'in', 'northern', 'Gaza', 'to', 'prepare', 'new', 'offensive']",guardian
Rwandan leader went to Arsenal game as country marked 30 years since genocide,2024-04-17,"['Rwandan', 'leader', 'went', 'to', 'Arsenal', 'game', 'as', 'country', 'marked', '30', 'years', 'since', 'genocide']","['Rwandan', 'leader', 'went', 'to', 'Arsenal', 'game', 'a', 'country', 'marked', '30', 'year', 'since', 'genocide']",guardian
Israel to reopen Erez crossing into Gaza after Biden sounds warning over protecting civilians,2024-04-05,"['Israel', 'to', 'reopen', 'Erez', 'crossing', 'into', 'Gaza', 'after', 'Biden', 'sounds', 'warning', 'over', 'protecting', 'civilians']","['Israel', 'to', 'reopen', 'Erez', 'crossing', 'into', 'Gaza', 'after', 'Biden', 'sound', 'warning', 'over', 'protecting', 'civilian']",guardian
Parents-in-law of Humza Yousaf back in Scotland after fleeing Gaza,2023-11-05,"['Parents-in-law', 'of', 'Humza', 'Yousaf', 'back', 'in', 'Scotland', 'after', 'fleeing', 'Gaza']","['Parents-in-law', 'of', 'Humza', 'Yousaf', 'back', 'in', 'Scotland', 'after', 'fleeing', 'Gaza']",guardian
Police enter Columbia in apparent bid to break up student occupation,2024-05-01,"['Police', 'enter', 'Columbia', 'in', 'apparent', 'bid', 'to', 'break', 'up', 'student', 'occupation']","['Police', 'enter', 'Columbia', 'in', 'apparent', 'bid', 'to', 'break', 'up', 'student', 'occupation']",guardian
Student protesters are demanding universities divest from Israel. What does that mean?,2024-04-25,"['Student', 'protesters', 'are', 'demanding', 'universities', 'divest', 'from', 'Israel.', 'What', 'does', 'that', 'mean?']","['Student', 'protester', 'are', 'demanding', 'university', 'divest', 'from', 'Israel.', 'What', 'doe', 'that', 'mean?']",guardian
"Morning Mail: Border force ‘not safe for women’, spy chief’s privacy warning, Gaza ‘mass graves’ claim",2024-04-23,"['Morning', 'Mail:', 'Border', 'force', '‘not', 'safe', 'for', 'women’,', 'spy', 'chief’s', 'privacy', 'warning,', 'Gaza', '‘mass', 'graves’', 'claim']","['Morning', 'Mail:', 'Border', 'force', '‘not', 'safe', 'for', 'women’,', 'spy', 'chief’s', 'privacy', 'warning,', 'Gaza', '‘mass', 'graves’', 'claim']",guardian
Israeli restrictions leave Palestinians facing digital divide,2023-10-30,"['Israeli', 'restrictions', 'leave', 'Palestinians', 'facing', 'digital', 'divide']","['Israeli', 'restriction', 'leave', 'Palestinians', 'facing', 'digital', 'divide']",guardian
How Israel-Hamas war disinformation is being spread online,2023-10-11,"['How', 'Israel-Hamas', 'war', 'disinformation', 'is', 'being', 'spread', 'online']","['How', 'Israel-Hamas', 'war', 'disinformation', 'is', 'being', 'spread', 'online']",guardian
Hamas mulls ceasefire proposal amid intense fighting across Gaza,2024-01-31,"['Hamas', 'mulls', 'ceasefire', 'proposal', 'amid', 'intense', 'fighting', 'across', 'Gaza']","['Hamas', 'mull', 'ceasefire', 'proposal', 'amid', 'intense', 'fighting', 'across', 'Gaza']",guardian
Netanyahu is a liability for Biden. Peace is impossible until he goes | Simon Tisdall,2023-11-18,"['Netanyahu', 'is', 'a', 'liability', 'for', 'Biden.', 'Peace', 'is', 'impossible', 'until', 'he', 'goes', '|', 'Simon', 'Tisdall']","['Netanyahu', 'is', 'a', 'liability', 'for', 'Biden.', 'Peace', 'is', 'impossible', 'until', 'he', 'go', '|', 'Simon', 'Tisdall']",guardian
Middle East crisis: Israel says investigation into its air strike that killed aid workers in Gaza to take weeks – as it happened,2024-04-04,"['Middle', 'East', 'crisis:', 'Israel', 'says', 'investigation', 'into', 'its', 'air', 'strike', 'that', 'killed', 'aid', 'workers', 'in', 'Gaza', 'to', 'take', 'weeks', '–', 'as', 'it', 'happened']","['Middle', 'East', 'crisis:', 'Israel', 'say', 'investigation', 'into', 'it', 'air', 'strike', 'that', 'killed', 'aid', 'worker', 'in', 'Gaza', 'to', 'take', 'week', '–', 'a', 'it', 'happened']",guardian
Starmer writes to Labour councillors in attempt to quash concerns he’s too pro-Israel – as it happened,2023-10-18,"['Starmer', 'writes', 'to', 'Labour', 'councillors', 'in', 'attempt', 'to', 'quash', 'concerns', 'he’s', 'too', 'pro-Israel', '–', 'as', 'it', 'happened']","['Starmer', 'writes', 'to', 'Labour', 'councillor', 'in', 'attempt', 'to', 'quash', 'concern', 'he’s', 'too', 'pro-Israel', '–', 'a', 'it', 'happened']",guardian
Middle East crisis live: UK-owned cargo ship sinks in Red Sea days after Houthi attack; US aircraft carry out airdrops of aid to Gaza – as it happened,2024-03-02,"['Middle', 'East', 'crisis', 'live:', 'UK-owned', 'cargo', 'ship', 'sinks', 'in', 'Red', 'Sea', 'days', 'after', 'Houthi', 'attack;', 'US', 'aircraft', 'carry', 'out', 'airdrops', 'of', 'aid', 'to', 'Gaza', '–', 'as', 'it', 'happened']","['Middle', 'East', 'crisis', 'live:', 'UK-owned', 'cargo', 'ship', 'sink', 'in', 'Red', 'Sea', 'day', 'after', 'Houthi', 'attack;', 'US', 'aircraft', 'carry', 'out', 'airdrop', 'of', 'aid', 'to', 'Gaza', '–', 'a', 'it', 'happened']",guardian
Australia ‘horrified’ by Gaza humanitarian catastrophe – as it happened,2024-03-01,"['Australia', '‘horrified’', 'by', 'Gaza', 'humanitarian', 'catastrophe', '–', 'as', 'it', 'happened']","['Australia', '‘horrified’', 'by', 'Gaza', 'humanitarian', 'catastrophe', '–', 'a', 'it', 'happened']",guardian
Middle East crisis: Biden says killing of more than 100 Palestinians near aid trucks will complicate ceasefire talks – as it happened,2024-02-29,"['Middle', 'East', 'crisis:', 'Biden', 'says', 'killing', 'of', 'more', 'than', '100', 'Palestinians', 'near', 'aid', 'trucks', 'will', 'complicate', 'ceasefire', 'talks', '–', 'as', 'it', 'happened']","['Middle', 'East', 'crisis:', 'Biden', 'say', 'killing', 'of', 'more', 'than', '100', 'Palestinians', 'near', 'aid', 'truck', 'will', 'complicate', 'ceasefire', 'talk', '–', 'a', 'it', 'happened']",guardian
"Israel orders new evacuations in southern Gaza, says UN – as it happened",2023-12-21,"['Israel', 'orders', 'new', 'evacuations', 'in', 'southern', 'Gaza,', 'says', 'UN', '–', 'as', 'it', 'happened']","['Israel', 'order', 'new', 'evacuation', 'in', 'southern', 'Gaza,', 'say', 'UN', '–', 'a', 'it', 'happened']",guardian
Iran warns of ‘pre-emptive action’ as Gaza ground assault looms – as it happened,2023-10-17,"['Iran', 'warns', 'of', '‘pre-emptive', 'action’', 'as', 'Gaza', 'ground', 'assault', 'looms', '–', 'as', 'it', 'happened']","['Iran', 'warns', 'of', '‘pre-emptive', 'action’', 'a', 'Gaza', 'ground', 'assault', 'loom', '–', 'a', 'it', 'happened']",guardian
I hope Naomi Klein’s words spur calls for a Gaza ceasefire and justice for Palestinians | Brief letters,2024-04-30,"['I', 'hope', 'Naomi', 'Klein’s', 'words', 'spur', 'calls', 'for', 'a', 'Gaza', 'ceasefire', 'and', 'justice', 'for', 'Palestinians', '|', 'Brief', 'letters']","['I', 'hope', 'Naomi', 'Klein’s', 'word', 'spur', 'call', 'for', 'a', 'Gaza', 'ceasefire', 'and', 'justice', 'for', 'Palestinians', '|', 'Brief', 'letter']",guardian
I can't find food': despair in Gaza as children face malnutrition – video,2024-04-15,"['I', ""can't"", 'find', ""food':"", 'despair', 'in', 'Gaza', 'as', 'children', 'face', 'malnutrition', '–', 'video']","['I', ""can't"", 'find', ""food':"", 'despair', 'in', 'Gaza', 'a', 'child', 'face', 'malnutrition', '–', 'video']",guardian
Far-right Israeli ministers call for resettlement of Gaza – as it happened,2024-01-29,"['Far-right', 'Israeli', 'ministers', 'call', 'for', 'resettlement', 'of', 'Gaza', '–', 'as', 'it', 'happened']","['Far-right', 'Israeli', 'minister', 'call', 'for', 'resettlement', 'of', 'Gaza', '–', 'a', 'it', 'happened']",guardian
Middle East crisis: US and Israel in talks to revive Washington trip to discuss Rafah – as it happened,2024-03-28,"['Middle', 'East', 'crisis:', 'US', 'and', 'Israel', 'in', 'talks', 'to', 'revive', 'Washington', 'trip', 'to', 'discuss', 'Rafah', '–', 'as', 'it', 'happened']","['Middle', 'East', 'crisis:', 'US', 'and', 'Israel', 'in', 'talk', 'to', 'revive', 'Washington', 'trip', 'to', 'discus', 'Rafah', '–', 'a', 'it', 'happened']",guardian
Israel divided: Netanyahu’s coalition crisis - podcast,2024-04-03,"['Israel', 'divided:', 'Netanyahu’s', 'coalition', 'crisis', '-', 'podcast']","['Israel', 'divided:', 'Netanyahu’s', 'coalition', 'crisis', '-', 'podcast']",guardian
Middle East crisis: Netanyahu rejects Hamas ceasefire proposal and vows to fight until ‘total victory’,2024-02-07,"['Middle', 'East', 'crisis:', 'Netanyahu', 'rejects', 'Hamas', 'ceasefire', 'proposal', 'and', 'vows', 'to', 'fight', 'until', '‘total', 'victory’']","['Middle', 'East', 'crisis:', 'Netanyahu', 'reject', 'Hamas', 'ceasefire', 'proposal', 'and', 'vow', 'to', 'fight', 'until', '‘total', 'victory’']",guardian
